iter	MultiClass
280	0.5709222024
281	0.5707151614
282	0.5702991694
283	0.5700969666
284	0.5697625389
285	0.5694359903
286	0.5688471589
287	0.5686529949
288	0.568167249
289	0.5678025268
290	0.5675729271
291	0.5674183284
292	0.5669462468
293	0.566766267
294	0.5665686072
295	0.5661829084
296	0.5658585782
297	0.5655847893
298	0.5653630548
299	0.5651109165
300	0.5646603964
301	0.5644235171
302	0.5640867753
303	0.5639505759
304	0.563807677
305	0.5634514834
306	0.5633114565
307	0.5630685585
308	0.5628281955
309	0.5625404545
310	0.5623644725
311	0.5620212098
312	0.5618636973
313	0.5617215473
314	0.561532431
315	0.5613650127
316	0.5611764363
317	0.5609331013
318	0.560797511
319	0.560552648
320	0.5603585599
321	0.5601586146
322	0.5598944753
323	0.5597381806
324	0.559371984
325	0.5592456484
326	0.5589719572
327	0.5588028655
328	0.5585627188
329	0.5584482104
330	0.5582586074
331	0.5579851054
332	0.5577534202
333	0.5575094248
334	0.5573283941
335	0.5570757601
336	0.5569729867
337	0.5566894646
338	0.5565927182
339	0.5563347576
340	0.5561663552
341	0.5561225663
342	0.5559315133
343	0.5557337129
344	0.5556127796
345	0.5554957202
346	0.5550930182
347	0.554991437
348	0.5546761605
349	0.5546041761
350	0.5544153338
351	0.5542633592
352	0.5541230932
353	0.5539492443
354	0.5538071599
355	0.5536133262
356	0.5535812678
357	0.5534459918
358	0.5533034661
359	0.5529191568
360	0.5526596617
361	0.5524770895
362	0.5522346658
363	0.5521575786
364	0.5517987316
365	0.5514961514
366	0.5513181634
367	0.5512697401
368	0.5512015243
369	0.5509670296
370	0.5509004392
371	0.5508317208
372	0.5505665462
373	0.5503875531
374	0.5503577172
375	0.5501159388
376	0.5497972598
377	0.5495984077
378	0.5495588465
379	0.549446002
380	0.5492224147
381	0.5489399097
382	0.5488169072
383	0.5486891604
384	0.5483339845
385	0.5481872661
386	0.5480399216
387	0.5479914761
388	0.5477745356
389	0.5476574249
390	0.5476277455
391	0.5475269939
392	0.5472528359
393	0.5469909279
394	0.5469098262
395	0.5467208961
396	0.5463893831
397	0.5462674969
398	0.5461997206
399	0.546081449
400	0.5459481723
401	0.5458214158
402	0.5456815446
403	0.5456534905
404	0.5455830468
405	0.5452789476
406	0.5449864292
407	0.5449340661
408	0.544773155
409	0.5445577528
410	0.544391873
411	0.5442959385
412	0.5442809956
413	0.5442401932
414	0.5439131049
415	0.5438232373
416	0.5436323161
417	0.5432077556
418	0.5431156702
419	0.5429122113
420	0.542645527
421	0.5425643893
422	0.5424354731
423	0.5420658106
424	0.5419511677
425	0.5418872759
426	0.5416796386
427	0.5414789491
428	0.5413892159
429	0.5413401524
430	0.541071101
431	0.5409984594
432	0.5409277651
433	0.5408080448
434	0.5406209224
435	0.5405284297
436	0.5402123347
437	0.5400613083
438	0.5400397883
439	0.5396966859
440	0.5395653733
441	0.5395341727
442	0.5392050689
443	0.5390638084
444	0.5389204129
445	0.5385860577
446	0.538509875
447	0.5384039984
448	0.5383142613
449	0.5381993307
450	0.5379670123
451	0.5378928591
452	0.5377463171
453	0.5377114671
454	0.5375661978
455	0.537314763
456	0.5372179433
457	0.5369981884
458	0.5369432031
459	0.5368692325
460	0.536606214
461	0.5364540016
462	0.5363549661
463	0.5363364773
464	0.5362384849
465	0.5361669731
466	0.5360364627
467	0.5359479203
468	0.5358481204
469	0.5357006549
470	0.5354831886
471	0.5354670726
472	0.5354090128
473	0.5353022615
474	0.5351441301
475	0.5350048986
476	0.5349308557
477	0.5347348213
478	0.5345556737
479	0.5344575202
480	0.5343749309
481	0.534174253
482	0.5341185515
483	0.5340334578
484	0.5340013161
485	0.533947523
486	0.5337962558
487	0.533689386
488	0.5335076513
489	0.5334205689
490	0.5333469423
491	0.5331476352
492	0.5330361183
493	0.5328210082
494	0.532681551
495	0.5324945558
496	0.5324103023
497	0.5322529535
498	0.5321211831
499	0.5319586489
500	0.5318906922
501	0.5317513554
502	0.5316401597
503	0.5313936909
504	0.5312461599
505	0.5311839864
506	0.5309116273
507	0.530752768
508	0.5305448459
509	0.5304774655
510	0.5303849716
511	0.5303456645
512	0.5302471902
513	0.5302224953
514	0.5301555637
515	0.530101112
516	0.5300720974
517	0.5299506848
518	0.5298970666
519	0.5298597328
520	0.5297878162
521	0.5297538575
522	0.5295558849
523	0.529469062
524	0.5293766536
525	0.5293038961
526	0.5292076048
527	0.5291543224
528	0.5288071157
529	0.5287907715
530	0.5287094245
531	0.5286480084
532	0.5285564792
533	0.5285267643
534	0.5283582521
535	0.5282761184
536	0.5281862224
537	0.5281169232
538	0.5278902419
539	0.5278602458
540	0.5278282839
541	0.5276472805
542	0.5271830488
543	0.5270360827
544	0.5269242814
545	0.5266951135
546	0.5265977766
547	0.5265762831
548	0.5264595255
549	0.5264347425
550	0.5260590333
551	0.5259553236
552	0.5259282833
553	0.5258734674
554	0.5256899391
555	0.5254832557
556	0.5254441269
557	0.5252076304
558	0.5251609306
559	0.5250128829
560	0.5249838236
561	0.5249373838
562	0.5248447979
563	0.524674583
564	0.5244906472
565	0.5243087421
566	0.5241543272
567	0.5240656875
568	0.5240207639
569	0.5239120549
570	0.523896277
571	0.5236285739
572	0.5235344865
573	0.5234582409
574	0.5232760055
575	0.5231359595
576	0.5230688596
577	0.523045296
578	0.5228884461
579	0.5227719922
580	0.5226893898
581	0.5224979499
582	0.5224318616
583	0.5223460078
584	0.5222026814
585	0.5221764116
586	0.5221619611
587	0.5220932636
588	0.521903366
589	0.521781312
590	0.5217570305
591	0.5216589454
592	0.5216412533
593	0.5215714668
594	0.5215418489
595	0.5215133306
596	0.521311988
597	0.52116576
598	0.5210519004
599	0.5209548812
600	0.5209386222
601	0.520920678
602	0.5208637962
603	0.5206680509
604	0.5204614025
605	0.520270575
606	0.5200638795
607	0.5200337912
608	0.5198790013
609	0.5198659501
610	0.5198242011
611	0.5197354015
612	0.5196914022
613	0.5195539579
614	0.5194254488
615	0.5194025463
616	0.5193718971
617	0.5193298726
618	0.519192873
619	0.5190517579
620	0.5190311302
621	0.5188961611
622	0.5187938366
623	0.5186858762
624	0.5186509307
625	0.5184905628
626	0.5184244873
627	0.5183643208
628	0.5183421382
629	0.5183124117
630	0.5182886788
631	0.5181532348
632	0.5180931787
633	0.5180264234
634	0.5179829617
635	0.5179507824
636	0.5178170781
637	0.5177852452
638	0.5175882769
639	0.5175699895
640	0.5173305975
641	0.5173026358
642	0.5171599153
643	0.5170311667
644	0.5168764843
645	0.5168064241
646	0.5167370751
647	0.5167026613
648	0.5166683197
649	0.5164107403
650	0.5162521155
651	0.5162386649
652	0.516115526
653	0.5159682143
654	0.5157788649
655	0.5157364439
656	0.5157120994
657	0.5156662008
658	0.5156417681
659	0.5154218165
660	0.5153705154
661	0.5151478631
662	0.5151280716
663	0.5150690698
664	0.514997359
665	0.5149821157
666	0.5149580499
667	0.5148733412
668	0.5146167057
669	0.5145323715
670	0.5144527552
671	0.514352753
672	0.5142774108
673	0.5142174286
674	0.5141932862
675	0.5141151519
676	0.5140494818
677	0.5140062863
678	0.5139501436
679	0.5138844306
680	0.5138193561
681	0.5137153694
682	0.5136638063
683	0.5136550518
684	0.5136135942
685	0.5135817373
686	0.5135671706
687	0.5134463043
688	0.513404221
689	0.5132582504
690	0.5132242918
691	0.5130694267
692	0.5129955127
693	0.5129516241
694	0.5128910699
695	0.5128037335
696	0.5127569227
697	0.5127086115
698	0.5125844125
699	0.5125115331
700	0.5124889116
701	0.512426171
702	0.5123980859
703	0.5122947744
704	0.5121623419
705	0.5121480311
706	0.5120746696
707	0.5119212823
708	0.5119018114
709	0.5118787988
710	0.5118491314
711	0.5118248496
712	0.5117832553
713	0.5116480507
714	0.5115971078
715	0.5115051703
716	0.5114636477
717	0.5113938735
718	0.5112909282
719	0.5112652846
720	0.5112501178
721	0.5109423945
722	0.5109058174
723	0.5107499722
724	0.5106282274
725	0.5105984974
726	0.5105756148
727	0.510561861
728	0.5105163779
729	0.5104200437
730	0.5103355789
731	0.5102248448
732	0.5101796585
733	0.5101437734
734	0.51011801
735	0.5099617656
736	0.5099069127
737	0.5098940917
738	0.5097893336
739	0.5097376534
740	0.5097162921
741	0.5096027952
742	0.5095905677
743	0.5093772242
744	0.5093325315
745	0.5093200075
746	0.5092216815
747	0.5092052419
748	0.5090543894
749	0.5089623076
750	0.5089316589
751	0.5089060857
752	0.5088720732
753	0.5088516495
754	0.508835631
755	0.508736227
756	0.5087135731
757	0.5086952043
758	0.508676767
759	0.5086272263
760	0.508564996
761	0.5084957006
762	0.5084720711
763	0.5084352003
764	0.5083909388
765	0.5083131746
766	0.5082731449
767	0.508252587
768	0.5082183702
769	0.5081304604
770	0.508113585
771	0.5080171023
772	0.5079740928
773	0.5079161035
774	0.5078762862
775	0.507795054
776	0.5077659283
777	0.5077385047
778	0.5077005226
779	0.5076472228
780	0.5076224109
781	0.507574646
782	0.5075376466
783	0.5074808593
784	0.5074639627
785	0.5074364361
786	0.5071903816
787	0.5071583638
788	0.50714599
789	0.5069647015
790	0.5069495645
791	0.5069105075
792	0.5068598144
793	0.5067579465
794	0.5067307752
795	0.5066722898
796	0.5066462836
797	0.5066297158
798	0.5066062082
799	0.5065952029
800	0.5062651435
801	0.5062151172
802	0.5061618975
803	0.5061072826
804	0.5060577504
805	0.5060234982
806	0.5059981615
807	0.5059414396
808	0.5057705974
809	0.5057591124
810	0.5057178813
811	0.5056956415
812	0.5056505335
813	0.5056132165
814	0.505585824
815	0.5055731614
816	0.5055561298
817	0.505502964
818	0.5054744812
819	0.5053721029
820	0.5052231057
821	0.5052057191
822	0.505183442
823	0.5050990045
824	0.5050683277
825	0.5048589737
826	0.5048408202
827	0.5048237932
828	0.5048118914
829	0.5047457164
830	0.5046274088
831	0.5045195116
832	0.5044570794
833	0.5044053926
834	0.5043871423
835	0.5042086233
836	0.5041788283
837	0.5041243818
838	0.5040484989
839	0.5040202282
840	0.5040052788
841	0.503989122
842	0.5039685479
843	0.5039199889
844	0.5038849344
845	0.503868182
846	0.503729617
847	0.5036062118
848	0.5035394722
849	0.5035223556
850	0.5034958903
851	0.5034398599
852	0.5033842078
853	0.503258093
854	0.5032336928
855	0.5032139907
856	0.5031167427
857	0.5030669383
858	0.5030534711
859	0.5030075852
860	0.5029822816
861	0.5028197797
862	0.5028065482
863	0.5027947951
864	0.5027306865
865	0.5027127844
866	0.5026697937
867	0.5025813363
868	0.5024913911
869	0.5022218226
870	0.5020621178
871	0.5020337152
872	0.5020135011
873	0.5019075049
874	0.5017700739
875	0.5017145466
876	0.5015664109
877	0.5015512089
878	0.5014816869
879	0.5014407836
880	0.5014279848
881	0.5012420677
882	0.5012099384
883	0.5011609698
884	0.5010820945
885	0.5010203613
886	0.5006805291
887	0.5006598927
888	0.5005179462
889	0.5004458463
890	0.5003167949
891	0.5002861726
892	0.5002329244
893	0.5002132248
894	0.5002003393
895	0.5001849922
896	0.5000558213
897	0.4999763798
898	0.499956442
899	0.4997961011
900	0.4996876334
901	0.4996582537
902	0.4996268618
903	0.4995572926
904	0.4994453108
905	0.4993558874
906	0.4993171777
907	0.4991861373
908	0.499015466
909	0.4989861611
910	0.4989642113
911	0.4989168719
912	0.4988335521
913	0.4988135841
914	0.4987940043
915	0.4987741393
916	0.4987551705
917	0.4987320973
918	0.498702422
919	0.4986883496
920	0.4986522065
921	0.498631639
922	0.4985645555
923	0.4985159276
924	0.4984755353
925	0.4984632497
926	0.4984060858
927	0.4983841711
928	0.4983624348
929	0.4982501741
930	0.4982035236
931	0.498105596
932	0.4980534294
933	0.4980354886
934	0.4979631635
935	0.4978594139
936	0.4978445302
937	0.4977932796
938	0.4977030295
939	0.4976817808
940	0.4976347813
941	0.4976083119
942	0.49753447
943	0.4975048237
944	0.4973337771
945	0.497264096
946	0.4972432735
947	0.497192291
948	0.4971693324
949	0.4971439293
950	0.4971299162
951	0.4970513753
952	0.4970079556
953	0.4969515427
954	0.4968944842
955	0.4968742169
956	0.4968584622
957	0.49676474
958	0.4967436915
959	0.4967316131
960	0.4967100121
961	0.4966742441
962	0.4965456982
963	0.4964958171
964	0.4964731634
965	0.4964187902
966	0.4962929649
967	0.4962609495
968	0.4961768734
969	0.4961660859
970	0.4961274987
971	0.4960823325
972	0.496033407
973	0.4959963221
974	0.4959823629
975	0.4959309277
976	0.4958823714
977	0.4958572938
978	0.4958012262
979	0.4957413706
980	0.4957129004
981	0.4957005478
982	0.495628083
983	0.4956169759
984	0.4955990979
985	0.4955765237
986	0.4954881909
987	0.4954133529
988	0.4953869948
989	0.4952879259
990	0.4952584903
991	0.4951609007
992	0.4950377259
993	0.4950271575
994	0.494928308
995	0.4948908656
996	0.4947245852
997	0.494694515
998	0.4946700859
999	0.4945441973
